State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,Latitude,Longitude
karnataka,davangere,davangere,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,28-02-2025,3800,4500,4000,14.4667,75.9167
karnataka,davangere,davangere,Capsicum,Capsicum,FAQ,28-02-2025,4000,4500,4200,14.4667,75.9167
karnataka,davangere,davangere,Garlic,Garlic,FAQ,28-02-2025,8000,14000,10000,14.4667,75.9167
karnataka,davangere,davangere,Drumstick,Drumstick,FAQ,28-02-2025,3500,4000,3800,14.4667,75.9167
karnataka,davangere,davangere,Beetroot,Beetroot,FAQ,28-02-2025,2400,3000,2700,14.4667,75.9167
karnataka,davangere,davangere,Rice,Medium,FAQ,28-02-2025,4400,4400,4400,14.4667,75.9167
karnataka,davangere,davangere,Beans,Beans (Whole),FAQ,28-02-2025,4000,5000,4500,14.4667,75.9167
karnataka,davangere,davangere,Green Avare (W),Green Avare (W),FAQ,28-02-2025,2000,2800,2500,14.4667,75.9167
karnataka,davangere,davangere,Onion,Onion,FAQ,28-02-2025,1000,3500,2300,14.4667,75.9167
karnataka,davangere,davangere,Carrot,Carrot,FAQ,28-02-2025,3200,4000,3500,14.4667,75.9167
karnataka,davangere,davangere,Potato,Potato,FAQ,28-02-2025,2000,2500,2200,14.4667,75.9167
karnataka,davangere,davangere,Sweet Potato,Sweet Potato,FAQ,28-02-2025,3500,4000,3800,14.4667,75.9167
karnataka,davangere,davangere,Arecanut(Betelnut/Supari),Sippegotu,FAQ,28-02-2025,11000,11000,11000,14.4667,75.9167
karnataka,davangere,davangere,Tomato,Tomato,FAQ,28-02-2025,300,1000,700,14.4667,75.9167
karnataka,davangere,davangere,Raddish,Raddish,FAQ,28-02-2025,1500,2000,1800,14.4667,75.9167
karnataka,davangere,davangere,Brinjal,Round/Long,FAQ,28-02-2025,1000,1500,1200,14.4667,75.9167
karnataka,davangere,davangere,Sunflower,Local,FAQ,28-02-2025,5456,5456,5456,14.4667,75.9167
karnataka,davangere,davangere,Ragi (Finger Millet),Local,FAQ,28-02-2025,2550,3233,3032,14.4667,75.9167
karnataka,davangere,davangere,Bunch Beans,Bunch Beans,FAQ,28-02-2025,3000,4000,3500,14.4667,75.9167
karnataka,davangere,davangere,Seemebadnekai,Seemebadanekai,FAQ,28-02-2025,2400,3000,2700,14.4667,75.9167
karnataka,davangere,davangere,Cauliflower,Cauliflower,FAQ,28-02-2025,2000,2500,2200,14.4667,75.9167
karnataka,davangere,davangere,Tamarind Fruit,Tamarind Fruit,FAQ,28-02-2025,6421,6421,6421,14.4667,75.9167
karnataka,davangere,davangere,Cabbage,Cabbage,FAQ,28-02-2025,600,1000,800,14.4667,75.9167
karnataka,davangere,davangere,Thondekai,Thondekai,FAQ,28-02-2025,3000,4000,3500,14.4667,75.9167
karnataka,davangere,davangere,Maize,Local,FAQ,28-02-2025,1800,2445,2210,14.4667,75.9167
karnataka,davangere,davangere,Knool Khol,Knool Khol,FAQ,28-02-2025,3000,3500,3200,14.4667,75.9167
karnataka,davangere,davangere,Suvarna Gadde,Suvarnagadde,FAQ,28-02-2025,3000,4000,3500,14.4667,75.9167
gujarat,dahod,davgadbaria(piplod),Paddy(Dhan)(Common),Common,Non-FAQ,28-02-2025,1580,1600,1590,22.8,74.2
gujarat,banaskanth,deesa,Rajgir,Other,FAQ,28-02-2025,5000,6065,5900,24.8333,72.6333
gujarat,banaskanth,deesa,Mustard,Other,FAQ,28-02-2025,4855,5675,5450,24.8333,72.6333
gujarat,banaskanth,deesa,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2780,3175,3025,24.8333,72.6333
gujarat,banaskanth,deesa,Wheat,Other,FAQ,28-02-2025,2655,3200,3000,24.8333,72.6333
gujarat,banaskanth,deesa,Groundnut,Other,FAQ,28-02-2025,4755,4755,4755,24.8333,72.6333
gujarat,banaskanth,deesa,Cummin Seed(Jeera),Bold,FAQ,28-02-2025,17505,19855,19250,24.8333,72.6333
gujarat,banaskanth,deesa,Castor Seed,Other,FAQ,28-02-2025,6155,6405,6330,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Mustard,Other,FAQ,28-02-2025,5000,5575,5500,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Groundnut,Other,FAQ,28-02-2025,5000,5055,5055,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Castor Seed,Other,FAQ,28-02-2025,6200,6300,6300,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Cummin Seed(Jeera),Other,FAQ,28-02-2025,15355,19400,18750,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2850,3115,2950,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Wheat,Other,FAQ,28-02-2025,2850,2865,2865,24.8333,72.6333
gujarat,banaskanth,deesa(bhildi),Rajgir,Other,FAQ,28-02-2025,5115,5955,5750,24.8333,72.6333
gujarat,gandhinagar,dehgam,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2650,2850,2750,23.17916667,72.84166667
gujarat,gandhinagar,dehgam,Guar,Other,FAQ,28-02-2025,4650,4875,4762,23.17916667,72.84166667
gujarat,gandhinagar,dehgam,Paddy(Dhan)(Common),Other,FAQ,28-02-2025,2375,2675,2525,23.17916667,72.84166667
gujarat,gandhinagar,dehgam,Castor Seed,Other,FAQ,28-02-2025,6195,6205,6200,23.17916667,72.84166667
gujarat,gandhinagar,dehgam,Wheat,Other,FAQ,28-02-2025,2600,2900,2750,23.17916667,72.84166667
gujarat,gandhinagar,dehgam(rekhiyal),Paddy(Dhan)(Common),Other,FAQ,28-02-2025,2350,2625,2487,23.17916667,72.84166667
gujarat,gandhinagar,dehgam(rekhiyal),Castor Seed,Other,FAQ,28-02-2025,6100,6175,6137,23.17916667,72.84166667
gujarat,gandhinagar,dehgam(rekhiyal),Wheat,Other,FAQ,28-02-2025,2500,2800,2650,23.17916667,72.84166667
gujarat,gandhinagar,dehgam(rekhiyal),Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2550,2700,2625,23.17916667,72.84166667
gujarat,gandhinagar,dehgam(rekhiyal),Guar,Other,FAQ,28-02-2025,4600,4800,4700,23.17916667,72.84166667
madhya pradesh,sagar,deori,Lentil (Masur)(Whole),Masur Dal,FAQ,28-02-2025,5500,5700,5700,23.12361111,78.68388889
maharashtra,nashik,devala,Wheat,Maharashtra 2189,FAQ,28-02-2025,2600,3160,2960,20.53333333,74.38333333
maharashtra,nashik,devala,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2800,3060,2850,20.53333333,74.38333333
maharashtra,nashik,devala,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,5500,5500,5500,20.53333333,74.38333333
maharashtra,nashik,devala,Kulthi(Horse Gram),Other,Local,28-02-2025,3200,3200,3200,20.53333333,74.38333333
maharashtra,nashik,devala,Onion,Red,Local,28-02-2025,800,2450,2250,20.53333333,74.38333333
maharashtra,nashik,devala,Maize,Yellow,FAQ,28-02-2025,2225,2230,2230,20.53333333,74.38333333
madhya pradesh,panna,devandranagar,Soyabean,Soyabeen,Non-FAQ,28-02-2025,3400,3500,3500,24.84166667,80.26694444
gujarat,dahod,devgadhbaria,Paddy(Dhan)(Common),Common,Non-FAQ,28-02-2025,1580,1600,1590,22.8,74.2
madhya pradesh,dewas,dewas,Wheat,Wheat,Non-FAQ,28-02-2025,2650,2760,2700,22.97361111,76.06805556
madhya pradesh,dewas,dewas,Methi Seeds,Methiseeds,FAQ,28-02-2025,3690,3690,3690,22.97361111,76.06805556
madhya pradesh,dewas,dewas,Coriander(Leaves),Coriander,FAQ,28-02-2025,5510,5510,5510,22.97361111,76.06805556
madhya pradesh,dhar,dhamnod,Cotton,Without Ginned Cotton,Non-FAQ,28-02-2025,7001,7001,7001,22.21444444,75.47277778
madhya pradesh,dhar,dhamnod,Soanf,Soanf,FAQ,28-02-2025,15000,25000,25000,22.21444444,75.47277778
madhya pradesh,dhar,dhamnod,Kabuli Chana(Chickpeas-White),Dollar Gram-Organic,FAQ,28-02-2025,9275,9275,9275,22.21444444,75.47277778
madhya pradesh,dhar,dhamnod,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),FAQ,28-02-2025,6685,6685,6685,22.21444444,75.47277778
madhya pradesh,dhar,dhamnod,Cotton,Without Ginned Cotton,FAQ,28-02-2025,3305,7060,7060,22.21444444,75.47277778
madhya pradesh,dhar,dhamnod,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,28-02-2025,7005,9800,9200,22.21444444,75.47277778
madhya pradesh,dhar,dhamnod(f&v),Onion,Onion,FAQ,28-02-2025,1200,2000,1700,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Tomato,Tomato,FAQ,28-02-2025,550,700,600,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Peas Wet,Peas Wet,FAQ,28-02-2025,1500,2000,1800,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Bitter gourd,Bitter Gourd,FAQ,28-02-2025,1400,1700,1500,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Sponge gourd,Sponge gourd,FAQ,28-02-2025,1500,2300,2100,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Bottle gourd,Bottle Gourd,FAQ,28-02-2025,600,800,750,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Potato,Potato,FAQ,28-02-2025,1000,1300,1200,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Cucumbar(Kheera),Cucumbar,FAQ,28-02-2025,1000,1500,1250,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Cabbage,Cabbage,FAQ,28-02-2025,850,1200,1000,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Bhindi(Ladies Finger),Bhindi,FAQ,28-02-2025,1600,2000,1800,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Coriander(Leaves),Coriander,FAQ,28-02-2025,1600,2500,2000,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Carrot,Carrot,FAQ,28-02-2025,800,1000,900,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Methi(Leaves),Methi,FAQ,28-02-2025,1200,1600,1400,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Cauliflower,Cauliflower,FAQ,28-02-2025,600,1000,800,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Green Chilli,Green Chilly,FAQ,28-02-2025,1500,2300,1900,22.76666667,75.21944444
madhya pradesh,dhar,dhamnod(f&v),Brinjal,Brinjal,FAQ,28-02-2025,900,1500,1200,22.76666667,75.21944444
gujarat,ahmedabad,dhandhuka,Bengal Gram(Gram)(Whole),999,FAQ,28-02-2025,4750,6375,6100,22.15,71.89166667
gujarat,banaskanth,dhanera,Soanf,Soanf,FAQ,28-02-2025,7200,8500,7850,24.8333,72.6333
gujarat,banaskanth,dhanera,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2930,3090,3010,24.8333,72.6333
gujarat,banaskanth,dhanera,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,28-02-2025,9625,9625,9625,24.8333,72.6333
gujarat,banaskanth,dhanera,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,28-02-2025,2615,2875,2745,24.8333,72.6333
gujarat,banaskanth,dhanera,Guar Seed(Cluster Beans Seed),Other,FAQ,28-02-2025,4705,4865,4785,24.8333,72.6333
gujarat,banaskanth,dhanera,Wheat,Other,FAQ,28-02-2025,2555,3050,2805,24.8333,72.6333
gujarat,banaskanth,dhanera,Suva (Dill Seed),Other,FAQ,28-02-2025,6550,6550,6550,24.8333,72.6333
gujarat,banaskanth,dhanera,Rajgir,Rajgir,FAQ,28-02-2025,5015,5930,5475,24.8333,72.6333
gujarat,banaskanth,dhanera,Taramira,Other,FAQ,28-02-2025,4285,4285,4285,24.8333,72.6333
gujarat,banaskanth,dhanera,Mustard,Mustard,Non-FAQ,28-02-2025,5000,5670,5335,24.8333,72.6333
gujarat,banaskanth,dhanera,Cummin Seed(Jeera),Other,FAQ,28-02-2025,15850,17555,16710,24.8333,72.6333
gujarat,banaskanth,dhanera,Castor Seed,Other,FAQ,28-02-2025,6205,6455,6330,24.8333,72.6333
gujarat,banaskanth,dhanera,Isabgul (Psyllium),Other,FAQ,28-02-2025,10355,10355,10355,24.8333,72.6333
madhya pradesh,dhar,dhar,Wheat,Malwa Shakti,FAQ,28-02-2025,2700,2700,2700,22.59138889,75.31777778
madhya pradesh,dhar,dhar,Lentil (Masur)(Whole),Masur Dal,FAQ,28-02-2025,4100,5455,5455,22.59138889,75.31777778
madhya pradesh,dhar,dhar,Mustard,Mustard,FAQ,28-02-2025,5005,5005,5005,22.59138889,75.31777778
madhya pradesh,dhar,dhar,Wheat,Lokwan,FAQ,28-02-2025,2600,3100,2650,22.59138889,75.31777778
madhya pradesh,dhar,dhar,Wheat,Wheat Mix,FAQ,28-02-2025,2590,2590,2590,22.59138889,75.31777778
maharashtra,dharashiv(usmanabad),dharashiv,Bhindi(Ladies Finger),Other,Local,28-02-2025,2000,3500,2750,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Beetroot,Other,Local,28-02-2025,1000,1500,1250,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Peas Wet,Other,Local,28-02-2025,1500,3500,2500,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Lime,Other,Local,28-02-2025,5000,8000,6500,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Guar,Other,Local,28-02-2025,3000,4000,3500,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Grapes,Other,Local,28-02-2025,1000,4000,2500,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Drumstick,Other,Local,28-02-2025,1500,3000,2250,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Potato,Other,Local,28-02-2025,800,2000,1400,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Ginger(Green),Other,Local,28-02-2025,3000,3500,3250,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Green Chilli,Other,Local,28-02-2025,2500,4000,3250,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Karbuja(Musk Melon),Other,Local,28-02-2025,1000,2500,1750,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Methi(Leaves),Other,Local,28-02-2025,300,800,550,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Carrot,Other,Local,28-02-2025,1000,2000,1500,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Chikoos(Sapota),Other,Local,28-02-2025,1000,2500,1750,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Coriander(Leaves),Other,Local,28-02-2025,300,1000,650,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Onion,Red,Local,28-02-2025,1700,3000,2350,18.1167,76.4
maharashtra,dharashiv(usmanabad),dharashiv,Chilly Capsicum,Other,Local,28-02-2025,2000,3000,2500,18.1167,76.4
gujarat,amreli,dhari,Black Gram (Urd Beans)(Whole),Black Gram (Whole),Non-FAQ,28-02-2025,4000,4000,4000,21.52083333,71.13611111
gujarat,amreli,dhari,Corriander seed,Coriander Seed,FAQ,28-02-2025,6125,8250,7185,21.52083333,71.13611111
gujarat,amreli,dhari,Arhar (Tur/Red Gram)(Whole),777 New Ind,Non-FAQ,28-02-2025,5775,7000,6570,21.52083333,71.13611111
gujarat,amreli,dhari,Groundnut,Bold,Non-FAQ,28-02-2025,4650,4825,4715,21.52083333,71.13611111
gujarat,amreli,dhari,Wheat,Lokwan Gujrat,FAQ,28-02-2025,2375,2550,2475,21.52083333,71.13611111
gujarat,amreli,dhari,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,28-02-2025,7755,7755,7755,21.52083333,71.13611111
gujarat,amreli,dhari,Cotton,Local,Non-FAQ,28-02-2025,6500,6500,6500,21.52083333,71.13611111
gujarat,ahmedabad,dholka,Paddy(Dhan)(Common),Other,FAQ,28-02-2025,1755,2475,2305,22.15,71.89166667
gujarat,rajkot,dhoraji,Bengal Gram(Gram)(Whole),Bold,Non-FAQ,28-02-2025,5005,5105,5025,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Onion,Nasik,FAQ,28-02-2025,550,2330,2005,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Black Gram (Urd Beans)(Whole),Desi,Non-FAQ,28-02-2025,3980,7130,6855,21.74583333,70.28583333
gujarat,rajkot,dhoraji,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,28-02-2025,8105,8105,8105,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Groundnut,Local,Non-FAQ,28-02-2025,4505,5055,4855,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Soyabean,Yellow,Non-FAQ,28-02-2025,3480,3855,3655,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Cotton,H.B (Unginned),Non-FAQ,28-02-2025,6230,7230,6955,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Castor Seed,Castor seed,FAQ,28-02-2025,3580,5755,5380,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Arhar (Tur/Red Gram)(Whole),Local,Non-FAQ,28-02-2025,5000,6855,6605,21.74583333,70.28583333
gujarat,rajkot,dhoraji,Wheat,Lokwan,FAQ,28-02-2025,2405,2560,2505,21.74583333,70.28583333
gujarat,surendranagar,dhragradhra,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,28-02-2025,11500,11500,11500,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Castor Seed,Caster,FAQ,28-02-2025,6105,6220,6190,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),FAQ,28-02-2025,5780,6875,6500,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Wheat,PBW-373,FAQ,28-02-2025,2500,2500,2500,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Cotton,RCH-2,FAQ,28-02-2025,5875,6750,6250,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Kulthi(Horse Gram),Fine,FAQ,28-02-2025,3155,3155,3155,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Cummin Seed(Jeera),Superfine,FAQ,28-02-2025,17150,21570,20750,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Corriander seed,Coriander Seed,FAQ,28-02-2025,5480,9755,7250,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Kabuli Chana(Chickpeas-White),Kabul,FAQ,28-02-2025,5125,5125,5125,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Mustard,Mustard,FAQ,28-02-2025,4900,5320,5120,22.57916667,71.19972222
gujarat,surendranagar,dhragradhra,Mustard,Sarson(Black),FAQ,28-02-2025,4610,5780,5625,22.57916667,71.19972222
gujarat,jamnagar,dhrol,Cummin Seed(Jeera),Other,FAQ,28-02-2025,16000,20125,18065,21.90833333,69.82916667
gujarat,jamnagar,dhrol,Arhar (Tur/Red Gram)(Whole),Other,FAQ,28-02-2025,6300,7050,6675,21.90833333,69.82916667
gujarat,jamnagar,dhrol,Cotton,Other,FAQ,28-02-2025,6350,7080,6715,21.90833333,69.82916667
gujarat,jamnagar,dhrol,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,4600,5120,4860,21.90833333,69.82916667
gujarat,jamnagar,dhrol,Groundnut,Other,FAQ,28-02-2025,4700,5440,5070,21.90833333,69.82916667
gujarat,jamnagar,dhrol,Wheat,Other,FAQ,28-02-2025,2565,3000,2785,21.90833333,69.82916667
gujarat,jamnagar,dhrol,Mustard,Other,FAQ,28-02-2025,4600,5200,4900,21.90833333,69.82916667
maharashtra,dhule,dhule,Maize,Yellow,Non-FAQ,28-02-2025,1755,2060,1910,20.90416667,74.76666667
maharashtra,dhule,dhule,Mataki,Other,Local,28-02-2025,4100,5010,4205,20.90416667,74.76666667
maharashtra,dhule,dhule,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,5650,5900,5800,20.90416667,74.76666667
maharashtra,dhule,dhule,Jowar(Sorghum),Jowar ( White),Local,28-02-2025,1750,1906,1890,20.90416667,74.76666667
maharashtra,dhule,dhule,Groundnut,Other,Non-FAQ,28-02-2025,5025,6400,5400,20.90416667,74.76666667
maharashtra,dhule,dhule,Wheat,Other,FAQ,28-02-2025,2425,2950,2800,20.90416667,74.76666667
maharashtra,dhule,dhule,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,5465,6725,6300,20.90416667,74.76666667
maharashtra,dhule,dhule,Wheat,Other,Non-FAQ,28-02-2025,2100,2274,2200,20.90416667,74.76666667
maharashtra,dhule,dhule,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,4925,5439,5305,20.90416667,74.76666667
maharashtra,dhule,dhule,Onion,Red,Local,28-02-2025,300,2400,2200,20.90416667,74.76666667
maharashtra,dhule,dhule,Soyabean,Other,Local,28-02-2025,3870,3870,3870,20.90416667,74.76666667
maharashtra,dhule,dhule,Jowar(Sorghum),Other,Local,28-02-2025,2995,2995,2995,20.90416667,74.76666667
maharashtra,dhule,dhule,Cowpea (Lobia/Karamani),Other,Local,28-02-2025,3500,5505,4000,20.90416667,74.76666667
maharashtra,dhule,dhule,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2625,2800,2700,20.90416667,74.76666667
maharashtra,dhule,dhule,Bajra(Pearl Millet/Cumbu),Other,Non-FAQ,28-02-2025,2050,2624,2500,20.90416667,74.76666667
madhya pradesh,dindori,dindori,Paddy(Dhan)(Common),Other,Non-FAQ,28-02-2025,1800,2300,2200,22.93333333,81.09166667
madhya pradesh,dindori,dindori,Paddy(Dhan)(Common),Dhan,Non-FAQ,28-02-2025,1975,2160,2150,22.93333333,81.09166667
madhya pradesh,dindori,dindori,Wheat,Local,Non-FAQ,28-02-2025,2500,2500,2500,22.93333333,81.09166667
madhya pradesh,dindori,dindori,Niger Seed (Ramtil),Ramatilli,Non-FAQ,28-02-2025,8000,8000,8000,22.93333333,81.09166667
gujarat,banaskanth,diyodar,Bajra(Pearl Millet/Cumbu),Other,FAQ,28-02-2025,2750,2950,2800,24.8333,72.6333
gujarat,banaskanth,diyodar,Castor Seed,Castor seed,FAQ,28-02-2025,6340,6440,6400,24.8333,72.6333
chattisgarh,balod,dondi,Paddy(Dhan)(Common),I.R. 64,Non-FAQ,28-02-2025,2100,2160,2140,20.8667,81.0167
chattisgarh,balod,dondilohara,Paddy(Dhan)(Common),I.R. 64,Non-FAQ,28-02-2025,2130,2150,2135,20.8667,81.0167
chattisgarh,rajnandgaon,dongargarh,Paddy(Dhan)(Common),1001,Non-FAQ,28-02-2025,2000,2000,2000,21.1,81.0333
maharashtra,sholapur,dudhani,Bengal Gram(Gram)(Whole),Other,FAQ,28-02-2025,5440,5610,5550,17.6833,75.9
maharashtra,sholapur,dudhani,Bengal Gram(Gram)(Whole),Other,Non-FAQ,28-02-2025,4800,5430,5250,17.6833,75.9
maharashtra,sholapur,dudhani,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,28-02-2025,6000,7480,6938,17.6833,75.9
chattisgarh,durg,durg,Onion,Onion,Non-FAQ,28-02-2025,1800,1900,1800,21.19,81.28
chattisgarh,durg,durg,Tomato,Local,Non-FAQ,28-02-2025,300,400,400,21.19,81.28
chattisgarh,durg,durg,Potato,Local,Non-FAQ,28-02-2025,1600,1700,1700,21.19,81.28
karnataka,gadag,gadag,Sunflower,Sunflower,FAQ,28-02-2025,6170,6170,6170,15.425,75.5875
karnataka,gadag,gadag,Maize,Local,FAQ,28-02-2025,1637,2145,2045,15.425,75.5875
karnataka,gadag,gadag,Wheat,White,FAQ,28-02-2025,2050,4827,3652,15.425,75.5875
karnataka,gadag,gadag,Groundnut,Gejje,FAQ,28-02-2025,4191,6389,4740,15.425,75.5875
karnataka,gadag,gadag,Mustard,Other,FAQ,28-02-2025,4811,4811,4811,15.425,75.5875
karnataka,gadag,gadag,Cowpea (Lobia/Karamani),Cowpea (Whole),FAQ,28-02-2025,6244,7469,7212,15.425,75.5875
karnataka,gadag,gadag,Jowar(Sorghum),Jowar ( White),FAQ,28-02-2025,1929,2809,2304,15.425,75.5875
karnataka,gadag,gadag,Safflower,Safflower,FAQ,28-02-2025,5000,5502,5373,15.425,75.5875
karnataka,gadag,gadag,Kulthi(Horse Gram),Horse gram (Whole),FAQ,28-02-2025,3009,5269,4478,15.425,75.5875
karnataka,gadag,gadag,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,28-02-2025,4989,5012,4994,15.425,75.5875
madhya pradesh,narsinghpur,gadarwada,Paddy(Dhan)(Common),Basumathi,FAQ,28-02-2025,2300,2560,2560,22.0167,79.1
madhya pradesh,narsinghpur,gadarwada,Paddy(Dhan)(Common),Paddy,FAQ,28-02-2025,2076,2533,2533,22.0167,79.1
madhya pradesh,narsinghpur,gadarwada,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),FAQ,28-02-2025,5400,5400,5400,22.0167,79.1
telangana,hyderabad,gaddiannaram,Grapes,White,Medium,28-02-2025,3100,7500,5000,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Orange,Darjeeling,Medium,28-02-2025,750,5000,2500,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Chikoos(Sapota),Other,Medium,28-02-2025,800,1600,1000,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Kinnow,Kinnow,Medium,28-02-2025,2500,6000,3500,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Water Melon,Other,Medium,28-02-2025,400,1100,500,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Karbuja(Musk Melon),Karbhuja,Medium,28-02-2025,800,2000,1000,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Guava,Guava,Medium,28-02-2025,1500,4000,2500,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Ber(Zizyphus/Borehannu),Ber(Zizyphus),Medium,28-02-2025,900,3500,1100,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Papaya,Other,Medium,28-02-2025,1000,3800,1800,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Mango,Totapuri,Medium,28-02-2025,5000,7200,5550,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Pomegranate,Other,Medium,28-02-2025,1000,14500,3000,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Plum,Other,Medium,28-02-2025,7100,14250,8550,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Mango,Badami,Medium,28-02-2025,3300,17750,4400,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Pineapple,Other,Medium,28-02-2025,450,3350,800,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Apple,Simla,Medium,28-02-2025,3000,11000,4500,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Mousambi(Sweet Lime),Mousambi,Medium,28-02-2025,800,2700,1400,17.40055556,78.5175
telangana,hyderabad,gaddiannaram,Grapes,Black,Medium,28-02-2025,1500,5000,2500,17.40055556,78.5175
telangana,mahbubnagar,gadwal(lezza),Maize,Deshi Red,FAQ,28-02-2025,1800,2300,2225,16.41611111,78.68583333
madhya pradesh,raisen,gairatganj,Lak(Teora),Tiwada,FAQ,28-02-2025,3900,4741,4040,23.40833333,78.22611111
